,year,typeOfEmployment,sex,province,numEmployed
1548,2014,Part-time employment ,Females,Quebec,529.1
1549,2014,Part-time employment ,Females,Saskatchewan,68.0
1550,2014,Part-time employment ,Males,Alberta,114.0
1551,2014,Part-time employment ,Males,British Columbia,167.5
1552,2014,Part-time employment ,Males,Manitoba,38.2
1553,2014,Part-time employment ,Males,New Brunswick,16.3
1554,2014,Part-time employment ,Males,Newfoundland and Labrador,10.7
1555,2014,Part-time employment ,Males,Nova Scotia,27.3
1556,2014,Part-time employment ,Males,Ontario,447.9
1557,2014,Part-time employment ,Males,Prince Edward Island,4.4
1558,2014,Part-time employment ,Males,Quebec,289.2
1559,2014,Part-time employment ,Males,Saskatchewan,28.4
1560,2015,Full-time employment,Females,Alberta,770.9
1561,2015,Full-time employment,Females,British Columbia,783.0
1562,2015,Full-time employment,Females,Manitoba,221.9
1563,2015,Full-time employment,Females,New Brunswick,137.8
1564,2015,Full-time employment,Females,Newfoundland and Labrador,91.2
1565,2015,Full-time employment,Females,Nova Scotia,171.1
1566,2015,Full-time employment,Females,Ontario,2420.5
1567,2015,Full-time employment,Females,Prince Edward Island,28.2
1568,2015,Full-time employment,Females,Quebec,1432.9
1569,2015,Full-time employment,Females,Saskatchewan,192.7
1570,2015,Full-time employment,Males,Alberta,1166.4
1571,2015,Full-time employment,Males,British Columbia,1041.8
1572,2015,Full-time employment,Males,Manitoba,296.8
1573,2015,Full-time employment,Males,New Brunswick,160.3
1574,2015,Full-time employment,Males,Newfoundland and Labrador,110.9
1575,2015,Full-time employment,Males,Nova Scotia,197.5
1576,2015,Full-time employment,Males,Ontario,3097.2
1577,2015,Full-time employment,Males,Prince Edward Island,33.7
1578,2015,Full-time employment,Males,Quebec,1816.8
1579,2015,Full-time employment,Males,Saskatchewan,276.5
1580,2015,Part-time employment ,Females,Alberta,263.6
1581,2015,Part-time employment ,Females,British Columbia,304.7
1582,2015,Part-time employment ,Females,Manitoba,78.2
1583,2015,Part-time employment ,Females,New Brunswick,39.0
1584,2015,Part-time employment ,Females,Newfoundland and Labrador,27.1
1585,2015,Part-time employment ,Females,Nova Scotia,52.8
1586,2015,Part-time employment ,Females,Ontario,887.5
1587,2015,Part-time employment ,Females,Prince Edward Island,8.3
1588,2015,Part-time employment ,Females,Quebec,514.8
1589,2015,Part-time employment ,Females,Saskatchewan,66.7
1590,2015,Part-time employment ,Males,Alberta,111.1
1591,2015,Part-time employment ,Males,British Columbia,163.0
1592,2015,Part-time employment ,Males,Manitoba,39.4
1593,2015,Part-time employment ,Males,New Brunswick,17.1
1594,2015,Part-time employment ,Males,Newfoundland and Labrador,9.5
1595,2015,Part-time employment ,Males,Nova Scotia,29.1
1596,2015,Part-time employment ,Males,Ontario,473.5
1597,2015,Part-time employment ,Males,Prince Edward Island,3.8
1598,2015,Part-time employment ,Males,Quebec,306.4
1599,2015,Part-time employment ,Males,Saskatchewan,31.5
1600,2016,Full-time employment,Females,Alberta,759.0
1601,2016,Full-time employment,Females,British Columbia,785.5
1602,2016,Full-time employment,Females,Manitoba,213.1
1603,2016,Full-time employment,Females,New Brunswick,138.4
1604,2016,Full-time employment,Females,Newfoundland and Labrador,88.9
1605,2016,Full-time employment,Females,Nova Scotia,170.7
1606,2016,Full-time employment,Females,Ontario,2510.3
1607,2016,Full-time employment,Females,Prince Edward Island,28.2
1608,2016,Full-time employment,Females,Quebec,1448.2
1609,2016,Full-time employment,Females,Saskatchewan,192.9
1610,2016,Full-time employment,Males,Alberta,1099.6
1611,2016,Full-time employment,Males,British Columbia,1056.9
1612,2016,Full-time employment,Males,Manitoba,295.6
1613,2016,Full-time employment,Males,New Brunswick,157.3
1614,2016,Full-time employment,Males,Newfoundland and Labrador,105.0
1615,2016,Full-time employment,Males,Nova Scotia,194.5
1616,2016,Full-time employment,Males,Ontario,3188.1
1617,2016,Full-time employment,Males,Prince Edward Island,32.2
1618,2016,Full-time employment,Males,Quebec,1869.2
1619,2016,Full-time employment,Males,Saskatchewan,279.0
1620,2016,Part-time employment ,Females,Alberta,278.6
1621,2016,Part-time employment ,Females,British Columbia,336.1
1622,2016,Part-time employment ,Females,Manitoba,81.9
1623,2016,Part-time employment ,Females,New Brunswick,35.5
1624,2016,Part-time employment ,Females,Newfoundland and Labrador,24.8
1625,2016,Part-time employment ,Females,Nova Scotia,51.1
1626,2016,Part-time employment ,Females,Ontario,841.7
1627,2016,Part-time employment ,Females,Prince Edward Island,7.6
1628,2016,Part-time employment ,Females,Quebec,510.7
1629,2016,Part-time employment ,Females,Saskatchewan,68.8
1630,2016,Part-time employment ,Males,Alberta,136.7
1631,2016,Part-time employment ,Males,British Columbia,161.3
1632,2016,Part-time employment ,Males,Manitoba,38.8
1633,2016,Part-time employment ,Males,New Brunswick,20.7
1634,2016,Part-time employment ,Males,Newfoundland and Labrador,12.0
1635,2016,Part-time employment ,Males,Nova Scotia,26.3
1636,2016,Part-time employment ,Males,Ontario,439.7
1637,2016,Part-time employment ,Males,Prince Edward Island,4.3
1638,2016,Part-time employment ,Males,Quebec,273.9
1639,2016,Part-time employment ,Males,Saskatchewan,31.8
1640,2017,Full-time employment,Females,Alberta,741.1
1641,2017,Full-time employment,Females,British Columbia,820.5
1642,2017,Full-time employment,Females,Manitoba,221.0
1643,2017,Full-time employment,Females,New Brunswick,138.3
1644,2017,Full-time employment,Females,Newfoundland and Labrador,89.6
1645,2017,Full-time employment,Females,Nova Scotia,169.1
1646,2017,Full-time employment,Females,Ontario,2492.8
1647,2017,Full-time employment,Females,Prince Edward Island,29.0
1648,2017,Full-time employment,Females,Quebec,1483.9
1649,2017,Full-time employment,Females,Saskatchewan,188.6
1650,2017,Full-time employment,Males,Alberta,1082.9
1651,2017,Full-time employment,Males,British Columbia,1079.9
1652,2017,Full-time employment,Males,Manitoba,295.3
1653,2017,Full-time employment,Males,New Brunswick,162.8
1654,2017,Full-time employment,Males,Newfoundland and Labrador,101.0
1655,2017,Full-time employment,Males,Nova Scotia,194.6
1656,2017,Full-time employment,Males,Ontario,3210.2
1657,2017,Full-time employment,Males,Prince Edward Island,32.6
1658,2017,Full-time employment,Males,Quebec,1882.5
1659,2017,Full-time employment,Males,Saskatchewan,273.8
1660,2017,Part-time employment ,Females,Alberta,300.3
1661,2017,Part-time employment ,Females,British Columbia,348.0
1662,2017,Part-time employment ,Females,Manitoba,80.7
1663,2017,Part-time employment ,Females,New Brunswick,36.1
1664,2017,Part-time employment ,Females,Newfoundland and Labrador,25.0
1665,2017,Part-time employment ,Females,Nova Scotia,57.7
1666,2017,Part-time employment ,Females,Ontario,886.1
1667,2017,Part-time employment ,Females,Prince Edward Island,7.4
1668,2017,Part-time employment ,Females,Quebec,528.2
1669,2017,Part-time employment ,Females,Saskatchewan,71.3
1670,2017,Part-time employment ,Males,Alberta,146.2
1671,2017,Part-time employment ,Males,British Columbia,176.1
1672,2017,Part-time employment ,Males,Manitoba,39.5
1673,2017,Part-time employment ,Males,New Brunswick,15.7
1674,2017,Part-time employment ,Males,Newfoundland and Labrador,12.1
1675,2017,Part-time employment ,Males,Nova Scotia,30.1
1676,2017,Part-time employment ,Males,Ontario,485.0
1677,2017,Part-time employment ,Males,Prince Edward Island,4.0
1678,2017,Part-time employment ,Males,Quebec,298.1
1679,2017,Part-time employment ,Males,Saskatchewan,33.4
1680,2018,Full-time employment,Females,Alberta,776.1
1681,2018,Full-time employment,Females,British Columbia,842.5
1682,2018,Full-time employment,Females,Manitoba,214.1
1683,2018,Full-time employment,Females,New Brunswick,140.4
1684,2018,Full-time employment,Females,Newfoundland and Labrador,91.3
1685,2018,Full-time employment,Females,Nova Scotia,171.3
1686,2018,Full-time employment,Females,Ontario,2598.3
1687,2018,Full-time employment,Females,Prince Edward Island,28.1
1688,2018,Full-time employment,Females,Quebec,1516.8
1689,2018,Full-time employment,Females,Saskatchewan,195.7
1690,2018,Full-time employment,Males,Alberta,1142.8
1691,2018,Full-time employment,Males,British Columbia,1107.6
1692,2018,Full-time employment,Males,Manitoba,297.6
1693,2018,Full-time employment,Males,New Brunswick,161.5
1694,2018,Full-time employment,Males,Newfoundland and Labrador,100.0
1695,2018,Full-time employment,Males,Nova Scotia,200.2
1696,2018,Full-time employment,Males,Ontario,3258.4
1697,2018,Full-time employment,Males,Prince Edward Island,34.2
1698,2018,Full-time employment,Males,Quebec,1970.4
1699,2018,Full-time employment,Males,Saskatchewan,271.5
1700,2018,Part-time employment ,Females,Alberta,275.9
1701,2018,Part-time employment ,Females,British Columbia,352.4
1702,2018,Part-time employment ,Females,Manitoba,88.6
1703,2018,Part-time employment ,Females,New Brunswick,33.2
1704,2018,Part-time employment ,Females,Newfoundland and Labrador,20.6
1705,2018,Part-time employment ,Females,Nova Scotia,54.4
1706,2018,Part-time employment ,Females,Ontario,853.4
1707,2018,Part-time employment ,Females,Prince Edward Island,8.5
1708,2018,Part-time employment ,Females,Quebec,500.6
1709,2018,Part-time employment ,Females,Saskatchewan,67.8
1710,2018,Part-time employment ,Males,Alberta,121.0
1711,2018,Part-time employment ,Males,British Columbia,179.7
1712,2018,Part-time employment ,Males,Manitoba,42.3
1713,2018,Part-time employment ,Males,New Brunswick,16.3
1714,2018,Part-time employment ,Males,Newfoundland and Labrador,12.8
1715,2018,Part-time employment ,Males,Nova Scotia,27.6
1716,2018,Part-time employment ,Males,Ontario,461.6
1717,2018,Part-time employment ,Males,Prince Edward Island,4.3
1718,2018,Part-time employment ,Males,Quebec,273.8
1719,2018,Part-time employment ,Males,Saskatchewan,33.3
1720,2019,Full-time employment,Females,Alberta,777.8
1721,2019,Full-time employment,Females,British Columbia,844.1
1722,2019,Full-time employment,Females,Manitoba,223.6
1723,2019,Full-time employment,Females,New Brunswick,142.0
1724,2019,Full-time employment,Females,Newfoundland and Labrador,91.8
1725,2019,Full-time employment,Females,Nova Scotia,172.7
1726,2019,Full-time employment,Females,Ontario,2652.5
1727,2019,Full-time employment,Females,Prince Edward Island,30.1
1728,2019,Full-time employment,Females,Quebec,1538.7
1729,2019,Full-time employment,Females,Saskatchewan,196.9
1730,2019,Full-time employment,Males,Alberta,1126.6
1731,2019,Full-time employment,Males,British Columbia,1126.8
1732,2019,Full-time employment,Males,Manitoba,303.6
1733,2019,Full-time employment,Males,New Brunswick,162.2
1734,2019,Full-time employment,Males,Newfoundland and Labrador,104.7
1735,2019,Full-time employment,Males,Nova Scotia,208.9
1736,2019,Full-time employment,Males,Ontario,3318.2
1737,2019,Full-time employment,Males,Prince Edward Island,34.1
1738,2019,Full-time employment,Males,Quebec,1953.4
1739,2019,Full-time employment,Males,Saskatchewan,275.4
1740,2019,Part-time employment ,Females,Alberta,296.2
1741,2019,Part-time employment ,Females,British Columbia,380.6
1742,2019,Part-time employment ,Females,Manitoba,86.3
1743,2019,Part-time employment ,Females,New Brunswick,34.2
1744,2019,Part-time employment ,Females,Newfoundland and Labrador,21.9
1745,2019,Part-time employment ,Females,Nova Scotia,57.6
1746,2019,Part-time employment ,Females,Ontario,861.7
1747,2019,Part-time employment ,Females,Prince Edward Island,7.5
1748,2019,Part-time employment ,Females,Quebec,512.8
1749,2019,Part-time employment ,Females,Saskatchewan,67.3
1750,2019,Part-time employment ,Males,Alberta,125.8
1751,2019,Part-time employment ,Males,British Columbia,192.6
1752,2019,Part-time employment ,Males,Manitoba,44.2
1753,2019,Part-time employment ,Males,New Brunswick,16.6
1754,2019,Part-time employment ,Males,Newfoundland and Labrador,14.1
1755,2019,Part-time employment ,Males,Nova Scotia,25.8
1756,2019,Part-time employment ,Males,Ontario,509.5
1757,2019,Part-time employment ,Males,Prince Edward Island,3.7
1758,2019,Part-time employment ,Males,Quebec,294.7
1759,2019,Part-time employment ,Males,Saskatchewan,36.6
